::ffff:193.32.162.159 - - [30/Jan/2023:00:01:16 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:34 +0000] "GET /wp-content/themes/1337/db.php?u HTTP/1.1" 404 168 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:38 +0000] "GET /wp-content/themes/1337/db.php?u HTTP/1.1" 404 168 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:41 +0000] "GET /wp-content/plugins/ioptimization/IOptimize.php?rchk HTTP/1.1" 404 185 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:47 +0000] "GET /wp-content/plugins/ioptimization/IOptimize.php?rchk HTTP/1.1" 404 185 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:50 +0000] "GET /wp-content/mu-plugins-old/index.php?f=/bmLUxZLeaiRIek7s/umvUsXN4HVg3BzRf.txt HTTP/1.1" 404 174 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:54 +0000] "GET /wp-content/mu-plugins-old/index.php?f=/bmLUxZLeaiRIek7s/umvUsXN4HVg3BzRf.txt HTTP/1.1" 404 174 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:26:58 +0000] "GET /xleet.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:01 +0000] "GET /xleet.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:18.246.38.123 - - [30/Jan/2023:14:27:02 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:06 +0000] "GET /wp-content/xt/index.php HTTP/1.1" 404 162 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:10 +0000] "GET /wp-content/xt/index.php HTTP/1.1" 404 162 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:14 +0000] "GET /wp-admin/xleet-shell.php HTTP/1.1" 404 163 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:17 +0000] "GET /wp-admin/xleet-shell.php HTTP/1.1" 404 163 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:20 +0000] "GET /wp-content/themes/fp/ee.php?u HTTP/1.1" 404 166 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:24 +0000] "GET /wp-content/themes/fp/ee.php?u HTTP/1.1" 404 166 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:31 +0000] "GET /xleetshell.php HTTP/1.1" 404 153 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:35 +0000] "GET /xleetshell.php HTTP/1.1" 404 153 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:38 +0000] "GET /0z.php HTTP/1.1" 404 145 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:42 +0000] "GET /0z.php HTTP/1.1" 404 145 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:45 +0000] "GET /wp-content/plugins/sid/sidwso.php HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:48 +0000] "GET /wp-content/plugins/sid/sidwso.php HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:52 +0000] "GET /edit.php HTTP/1.1" 404 147 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:27:56 +0000] "GET /edit.php HTTP/1.1" 404 147 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:00 +0000] "GET /wp-content/plugins/xwp/up.php HTTP/1.1" 404 168 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:04 +0000] "GET /wp-content/plugins/xwp/up.php HTTP/1.1" 404 168 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:06 +0000] "GET /ccx/index.php HTTP/1.1" 404 152 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:10 +0000] "GET /ccx/index.php HTTP/1.1" 404 152 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:14 +0000] "GET /xlet.php HTTP/1.1" 404 147 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:25 +0000] "GET /xlet.php HTTP/1.1" 404 147 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:35 +0000] "GET /wp-class.php HTTP/1.1" 404 151 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:39 +0000] "GET /wp-class.php HTTP/1.1" 404 151 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:48 +0000] "GET /wp-cc.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:56 +0000] "GET /wp-cc.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:28:59 +0000] "GET /wp-content/plugins/seoplugins/db.php?u HTTP/1.1" 404 175 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:07 +0000] "GET /wp-content/plugins/seoplugins/db.php?u HTTP/1.1" 404 175 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:14 +0000] "GET /wp-content/themes/wp-pridmag/db.php?u HTTP/1.1" 404 174 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:17 +0000] "GET /wp-content/themes/wp-pridmag/db.php?u HTTP/1.1" 404 174 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:27 +0000] "GET /wp-content/themes/markiter/db.php?u HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:37 +0000] "GET /wp-content/themes/markiter/db.php?u HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:29:50 +0000] "GET /about.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:07 +0000] "GET /about.php HTTP/1.1" 404 148 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:19 +0000] "GET /wp-content/themes/astra/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:29 +0000] "GET /wp-content/themes/astra/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:32 +0000] "GET /xltavrat.php HTTP/1.1" 404 151 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:41 +0000] "GET /xltavrat.php HTTP/1.1" 404 151 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:44 +0000] "GET /wp-content/0z.php HTTP/1.1" 404 156 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:47 +0000] "GET /wp-content/0z.php HTTP/1.1" 404 156 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:51 +0000] "GET /wp-content/plugins/xt/index.php HTTP/1.1" 404 170 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:57 +0000] "GET /wp-content/plugins/xt/index.php HTTP/1.1" 404 170 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:30:59 +0000] "GET /wp-content/themes/anews/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:07 +0000] "GET /wp-content/themes/anews/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:10 +0000] "GET /wp-content/plugins/upds/xleet.php HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:16 +0000] "GET /wp-content/plugins/upds/xleet.php HTTP/1.1" 404 172 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:19 +0000] "GET /wp-content/themes/pridmag/db.php?u HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:22 +0000] "GET /wp-content/themes/pridmag/db.php?u HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:30 +0000] "GET /wp-content/themes/choyu/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:33 +0000] "GET /wp-content/themes/choyu/db.php?u HTTP/1.1" 404 169 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:36 +0000] "GET /wp-content/themes/seothemewto/db.php?u HTTP/1.1" 404 175 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:41 +0000] "GET /wp-content/themes/seothemewto/db.php?u HTTP/1.1" 404 175 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:47 +0000] "GET /wp-content/themes/bigmart/db.php?u HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:50 +0000] "GET /wp-content/themes/bigmart/db.php?u HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:31:56 +0000] "GET /wp-content/plugins/ubh/xleet.php HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:32:00 +0000] "GET /wp-content/plugins/ubh/xleet.php HTTP/1.1" 404 171 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:32:07 +0000] "GET /wp-content/themes/cepair/db.php?u HTTP/1.1" 404 170 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:32:09 +0000] "GET /wp-content/themes/cepair/db.php?u HTTP/1.1" 404 170 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:32:18 +0000] "GET /wp-content/plugins/wordpresss3cll/up.php HTTP/1.1" 404 179 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:194.169.175.71 - - [30/Jan/2023:14:32:22 +0000] "GET /wp-content/plugins/wordpresss3cll/up.php HTTP/1.1" 404 179 "www.google.com" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
::ffff:185.254.196.115 - - [30/Jan/2023:14:41:05 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.254.196.115 - - [30/Jan/2023:14:41:05 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:34.65.47.177 - - [30/Jan/2023:14:42:56 +0000] "OPTIONS / HTTP/1.0" 200 8 "-" "-"
::ffff:54.36.112.44 - - [30/Jan/2023:14:46:32 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:54.36.112.44 - - [30/Jan/2023:14:46:33 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.224.128.219 - - [30/Jan/2023:15:03:21 +0000] "GET /_asterisk/ HTTP/1.1" 404 149 "-" "python-requests/2.22.0"
::ffff:114.119.146.95 - - [30/Jan/2023:15:06:30 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:135.125.244.48 - - [30/Jan/2023:15:08:50 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.244.48 - - [30/Jan/2023:15:08:51 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:136.49.58.152 - - [30/Jan/2023:15:11:41 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://www.wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:128.14.209.162 - - [30/Jan/2023:15:26:55 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:185.224.128.219 - - [30/Jan/2023:15:29:19 +0000] "GET /_asterisk/ HTTP/1.1" 404 149 "-" "python-requests/2.22.0"
::ffff:185.224.128.219 - - [30/Jan/2023:15:34:21 +0000] "GET /admin/config.php HTTP/1.1" 404 155 "-" "python-requests/2.22.0"
::ffff:163.179.173.210 - - [30/Jan/2023:15:40:30 +0000] "POST /GponForm/diag_Form?images/ HTTP/1.1" 404 158 "-" "Hello, World"
::ffff:185.224.128.219 - - [30/Jan/2023:15:43:18 +0000] "GET /admin/config.php HTTP/1.1" 404 155 "-" "python-requests/2.22.0"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:29 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:29 +0000] "GET /wp-includes/ID3/license.txt HTTP/1.1" 404 166 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:29 +0000] "GET /feed/ HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
