::ffff:179.43.163.124 - - [06/Nov/2022:00:23:49 +0000] "GET /backup.sql HTTP/1.1" 404 149 "-" "msnbot/1.0 ( http://search.msn.com/msnbot.htm)"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:31 +0000] "GET /docker/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:31 +0000] "POST /docker/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:31 +0000] "GET /shared/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:31 +0000] "POST /shared/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:31 +0000] "GET /rest/.env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "POST /rest/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "GET /script/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "POST /script/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "GET /private/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "POST /private/.env HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:32 +0000] "GET /live_env HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "POST /live_env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "POST /.env HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "GET /.env.development HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "POST /.env.development HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:33 +0000] "GET /.env.production HTTP/1.1" 404 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "POST /.env.production HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "GET /sources/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "POST /sources/.env HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "GET /cms/.env HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "POST /cms/.env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:34 +0000] "GET /.env.project HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:35 +0000] "POST /.env.project HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:35 +0000] "GET /local/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:35 +0000] "POST /local/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:35 +0000] "GET /.env.prod HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:35 +0000] "POST /.env.prod HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "GET /laravel/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "POST /laravel/.env HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "GET /enviroments/.env.production HTTP/1.1" 404 166 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "POST /enviroments/.env.production HTTP/1.1" 404 167 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "GET /cp/.env HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:36 +0000] "POST /cp/.env HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "GET /.env.save HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "POST /.env.save HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "GET /admin-app/.env HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "POST /admin-app/.env HTTP/1.1" 404 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "GET /apps/.env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:37 +0000] "POST /apps/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:38 +0000] "GET /fedex/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:38 +0000] "POST /fedex/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:38 +0000] "GET /system/.env HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:38 +0000] "POST /system/.env HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:38 +0000] "GET /application/.env HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "POST /application/.env HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "GET /core/.env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "POST /core/.env HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "GET /api/.env HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "POST /api/.env HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:39 +0000] "GET /development/.env HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:40 +0000] "POST /development/.env HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:40 +0000] "GET /enviroments/.env HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:40 +0000] "POST /enviroments/.env HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:40 +0000] "GET /frontend_dev.php/$ HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:40 +0000] "GET /debug/default/view?panel=config HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /config.json HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /.json HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /info.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /phpinfo.php HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:52.224.243.156 - - [06/Nov/2022:05:47:41 +0000] "GET /?phpinfo=1 HTTP/1.1" 200 58140 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
::ffff:167.248.133.47 - - [06/Nov/2022:05:55:28 +0000] "GET / HTTP/1.1" 200 58140 "-" "-"
::ffff:167.248.133.47 - - [06/Nov/2022:05:55:29 +0000] "GET / HTTP/1.1" 200 58140 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.47 - - [06/Nov/2022:05:55:29 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.47 - - [06/Nov/2022:05:55:29 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.47 - - [06/Nov/2022:05:55:29 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:95.214.235.205 - - [06/Nov/2022:05:58:41 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:95.214.235.205 - - [06/Nov/2022:05:58:41 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:37.139.53.82 - - [06/Nov/2022:06:02:52 +0000] "GET / HTTP/1.0" 200 58140 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4099.2 Safari/537.36"
::ffff:37.139.53.82 - - [06/Nov/2022:06:02:53 +0000] "POST /sendemail HTTP/1.0" 302 40 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4099.2 Safari/537.36"
::ffff:37.139.53.82 - - [06/Nov/2022:06:02:54 +0000] "GET /?err=error HTTP/1.0" 200 58692 "http://wadokikai.org/?err=error#signup" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4099.2 Safari/537.36"
::ffff:114.119.152.119 - - [06/Nov/2022:06:07:30 +0000] "GET /images/tournaments/2022LEAGUEDivisions.pdf HTTP/1.1" 200 766218 "http://www.wadokikai.org/events" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET / HTTP/1.1" 200 58140 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:05 +0000] "GET /images/promotions/AFSPrelimSchedule.pdf HTTP/1.1" 200 57396 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:06 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:09 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:73.93.251.205 - - [06/Nov/2022:06:15:12 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 200 35066 "http://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
::ffff:157.230.235.223 - - [06/Nov/2022:06:30:55 +0000] "GET /ab2g HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:157.230.235.223 - - [06/Nov/2022:06:30:55 +0000] "GET /ab2h HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:157.230.235.223 - - [06/Nov/2022:06:30:58 +0000] "GET / HTTP/1.1" 200 58140 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:135.125.217.54 - - [06/Nov/2022:06:55:32 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.217.54 - - [06/Nov/2022:06:55:32 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:40.77.167.65 - - [06/Nov/2022:06:57:10 +0000] "GET /images/books/KarateDoZen.jpg HTTP/1.1" 200 2677 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:194.180.48.125 - - [06/Nov/2022:07:11:42 +0000] "GET /explore HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 YaBrowser/19.7.2.516 Yowser/2.5 Safari/537.36"
::ffff:157.90.209.76 - - [06/Nov/2022:07:31:01 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)"
::ffff:157.90.209.76 - - [06/Nov/2022:07:31:02 +0000] "GET / HTTP/1.1" 200 58140 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)"
::ffff:135.125.217.54 - - [06/Nov/2022:07:41:45 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.217.54 - - [06/Nov/2022:07:41:45 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:94.102.61.8 - - [06/Nov/2022:07:45:04 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "python-requests/2.26.0"
::ffff:94.102.61.8 - - [06/Nov/2022:07:45:05 +0000] "GET / HTTP/1.1" 200 58140 "-" "python-requests/2.26.0"
::ffff:114.119.145.212 - - [06/Nov/2022:07:46:11 +0000] "GET /contact?s=1&ss=0 HTTP/1.1" 200 9997 "http://34.212.47.6/" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:128.1.248.26 - - [06/Nov/2022:08:00:48 +0000] "GET / HTTP/1.1" 200 58140 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:18.192.123.187 - - [06/Nov/2022:08:04:07 +0000] "GET /.git/config HTTP/1.1" 404 150 "-" "python-requests/2.18.4"
::ffff:18.192.123.187 - - [06/Nov/2022:08:04:08 +0000] "GET /.git/config HTTP/1.1" 404 150 "-" "python-requests/2.18.4"
